ObsTb,Posture,Tc_init,Qsol,Zen,vel,Tair,Tsurf,PctCanopy,PctCloud,PctShade,RelHum
17.6,n,14.8,243,46.89958954,6.527783,14.8,13.13637721,38.26,30,90,55
17.6,p,14.8,243,46.89958954,6.527783,14.8,13.13637721,38.26,30,90,55
17,n,14.8,243,46.89958954,6.527783,14.8,13.13637721,38.26,30,90,55
17,p,14.8,243,46.89958954,6.527783,14.8,13.13637721,38.26,30,90,55
25.5,n,20.6,500,46.48295593,5.0555596,20.6,19.64077279,89.32,40,0,19
25.5,p,20.6,500,46.48295593,5.0555596,20.6,19.64077279,89.32,40,0,19
26.4,n,20.6,500,46.48295593,5.0555596,20.6,19.64077279,89.32,40,0,19
26.4,p,20.6,500,46.48295593,5.0555596,20.6,19.64077279,89.32,40,0,19
27.4,n,22.4,321,45.8814621,3.2777804,22.4,20.86698866,48.86,0,40,20
27.4,p,22.4,321,45.8814621,3.2777804,22.4,20.86698866,48.86,0,40,20
30.6,n,22.4,321,45.8814621,3.2777804,22.4,20.86698866,48.86,0,40,20
30.6,p,22.4,321,45.8814621,3.2777804,22.4,20.86698866,48.86,0,40,20
33.7,n,27.9,530,21.22268867,3.0277802,27.9,36.84757318,40.38,40,0,22
33.7,p,27.9,530,21.22268867,3.0277802,27.9,36.84757318,40.38,40,0,22
32.8,n,27.9,530,21.22268867,3.0277802,27.9,36.84757318,40.38,40,0,22
32.8,p,27.9,530,21.22268867,3.0277802,27.9,36.84757318,40.38,40,0,22
31.9,n,29.1,700,58.04568863,2.6111132,29.1,29.18702897,71.12,10,50,14
31.9,p,29.1,700,58.04568863,2.6111132,29.1,29.18702897,71.12,10,50,14
32.5,n,29.1,700,58.04568863,2.6111132,29.1,29.18702897,71.12,10,50,14
32.5,p,29.1,700,58.04568863,2.6111132,29.1,29.18702897,71.12,10,50,14
26.3,n,22.1,599,24.63905907,2.7222244,22.1,25.03811072,93.64,15,100,39
26.3,p,22.1,599,24.63905907,2.7222244,22.1,25.03811072,93.64,15,100,39
25.7,n,22.1,599,24.63905907,2.7222244,22.1,25.03811072,93.64,15,100,39
25.7,p,22.1,599,24.63905907,2.7222244,22.1,25.03811072,93.64,15,100,39
36.4,n,32.1,837,33.60074997,2.8611134,32.1,37.02236148,67.41,1,5,5
36.4,p,32.1,837,33.60074997,2.8611134,32.1,37.02236148,67.41,1,5,5
35.5,n,32.1,837,33.60074997,2.8611134,32.1,37.02236148,67.41,1,5,5
35.5,p,32.1,837,33.60074997,2.8611134,32.1,37.02236148,67.41,1,5,5
28.3,n,25.8,817,32.97573471,3.6388918,25.8,24.56027474,94.97,0,100,10
28.3,p,25.8,817,32.97573471,3.6388918,25.8,24.56027474,94.97,0,100,10
28.3,n,25.8,817,32.97573471,3.6388918,25.8,24.56027474,94.97,0,100,10
28.3,p,25.8,817,32.97573471,3.6388918,25.8,24.56027474,94.97,0,100,10
39.4,n,39.5,712,56.532444,2.4166686,39.5,38.01612529,84.63,0,50,5
39.4,p,39.5,712,56.532444,2.4166686,39.5,38.01612529,84.63,0,50,5
39.2,n,39.5,712,56.532444,2.4166686,39.5,38.01612529,84.63,0,50,5
39.2,p,39.5,712,56.532444,2.4166686,39.5,38.01612529,84.63,0,50,5
19.6,n,18.7,210,22.51415253,4.2222256,18.7,14.94894502,61.58,100,0,94
19.6,p,18.7,210,22.51415253,4.2222256,18.7,14.94894502,61.58,100,0,94
19.2,n,18.7,210,22.51415253,4.2222256,18.7,14.94894502,61.58,100,0,94
19.2,p,18.7,210,22.51415253,4.2222256,18.7,14.94894502,61.58,100,0,94
24.8,n,23.7,901,31.84077644,4.0000032,23.7,21.29315065,23.68,35,15,11
24.8,p,23.7,901,31.84077644,4.0000032,23.7,21.29315065,23.68,35,15,11
25.1,n,23.7,901,31.84077644,4.0000032,23.7,21.29315065,23.68,35,15,11
25.1,p,23.7,901,31.84077644,4.0000032,23.7,21.29315065,23.68,35,15,11
21.9,n,23,482,31.33252907,1.7777792,23,19.05922559,65.02,90,0,39
21.9,p,23,482,31.33252907,1.7777792,23,19.05922559,65.02,90,0,39
22.1,n,23,482,31.33252907,1.7777792,23,19.05922559,65.02,90,0,39
22.1,p,23,482,31.33252907,1.7777792,23,19.05922559,65.02,90,0,39
25.4,n,21.8,413,16.33805084,2.1388906,21.8,19.44440524,65.02,70,0,28
25.4,p,21.8,413,16.33805084,2.1388906,21.8,19.44440524,65.02,70,0,28
23.8,n,21.8,413,16.33805084,2.1388906,21.8,19.44440524,65.02,70,0,28
23.8,p,21.8,413,16.33805084,2.1388906,21.8,19.44440524,65.02,70,0,28
37.2,n,37.3,828,42.66285706,0,37.3,33.73526887,69.79,20,50,9
37.2,p,37.3,828,42.66285706,0,37.3,33.73526887,69.79,20,50,9
37.6,n,37.3,828,42.66285706,0,37.3,33.73526887,69.79,20,50,9
37.6,p,37.3,828,42.66285706,0,37.3,33.73526887,69.79,20,50,9
31.4,n,36.4,886,19.92704391,1.250001,36.4,35.03337142,85.16,50,70,5
31.4,p,36.4,886,19.92704391,1.250001,36.4,35.03337142,85.16,50,70,5
36.3,n,36.4,886,19.92704391,1.250001,36.4,35.03337142,85.16,50,70,5
36.3,p,36.4,886,19.92704391,1.250001,36.4,35.03337142,85.16,50,70,5
39.8,n,39.7,850,30.43666267,1.5555568,39.7,38.397747,85.16,40,100,3
39.8,p,39.7,850,30.43666267,1.5555568,39.7,38.397747,85.16,40,100,3
39.7,n,39.7,850,30.43666267,1.5555568,39.7,38.397747,85.16,40,100,3
39.7,p,39.7,850,30.43666267,1.5555568,39.7,38.397747,85.16,40,100,3
27.8,n,24.6,843,14.36671638,2.083335,24.6,29.83415718,69.79,1,25,17
27.8,p,24.6,843,14.36671638,2.083335,24.6,29.83415718,69.79,1,25,17
25.6,n,24.6,843,14.36671638,2.083335,24.6,29.83415718,69.79,1,25,17
25.6,p,24.6,843,14.36671638,2.083335,24.6,29.83415718,69.79,1,25,17
27.4,n,31.4,651,66.8032608,3.4166694,31.4,25.28817081,94.97,50,100,16
27.4,p,31.4,651,66.8032608,3.4166694,31.4,25.28817081,94.97,50,100,16
28.8,n,31.4,651,66.8032608,3.4166694,31.4,25.28817081,94.97,50,100,16
28.8,p,31.4,651,66.8032608,3.4166694,31.4,25.28817081,94.97,50,100,16
27.5,n,27.2,420,78.6553421,1.8333348,27.2,25.3104867,94.97,0,100,11
27.5,p,27.2,420,78.6553421,1.8333348,27.2,25.3104867,94.97,0,100,11
27.5,n,27.2,420,78.6553421,1.8333348,27.2,25.3104867,94.97,0,100,11
27.5,p,27.2,420,78.6553421,1.8333348,27.2,25.3104867,94.97,0,100,11
33.1,n,30.8,519,29.59448433,1.8888904,30.8,28.66023897,83.84,0,50,18
33.1,p,30.8,519,29.59448433,1.8888904,30.8,28.66023897,83.84,0,50,18
31.9,n,30.8,519,29.59448433,1.8888904,30.8,28.66023897,83.84,0,50,18
31.9,p,30.8,519,29.59448433,1.8888904,30.8,28.66023897,83.84,0,50,18
