ObsTb,Posture,Tc_init,Qsol,Zen,vel,Tair,Tsurf,PctCanopy,PctCloud,PctShade,RelHum
28,n,35.7,512,33.60074997,1.805557,35.7,29.90304412,0,5,100,27
28,p,35.7,512,33.60074997,1.805557,35.7,29.90304412,0,5,100,27
27,n,35.7,512,33.60074997,1.805557,35.7,29.90304412,0,5,100,27
27,p,35.7,512,33.60074997,1.805557,35.7,29.90304412,0,5,100,27
41.2,n,38,839,24.0806675,2.361113,38,44.97376936,0,0,90,8
41.2,p,38,839,24.0806675,2.361113,38,44.97376936,0,0,90,8
40.5,n,38,839,24.0806675,2.361113,38,44.97376936,0,0,90,8
40.5,p,38,839,24.0806675,2.361113,38,44.97376936,0,0,90,8
38.5,n,35.7,687,57.34430695,2.1388906,35.7,35.79317294,0,0,100,4
38.5,p,35.7,687,57.34430695,2.1388906,35.7,35.79317294,0,0,100,4
39.3,n,35.7,687,57.34430695,2.1388906,35.7,35.79317294,0,0,100,4
39.3,p,35.7,687,57.34430695,2.1388906,35.7,35.79317294,0,0,100,4
24.3,n,19.2,632,23.27636337,5.2222264,19.2,22.6591815,0,0,60,23
24.3,p,19.2,632,23.27636337,5.2222264,19.2,22.6591815,0,0,60,23
24.5,n,19.2,632,23.27636337,5.2222264,19.2,22.6591815,0,0,60,23
24.5,p,19.2,632,23.27636337,5.2222264,19.2,22.6591815,0,0,60,23
36.5,n,39,347,81.15785217,0.7500006,39,33.88789422,43.32,0,70,5
36.5,p,39,347,81.15785217,0.7500006,39,33.88789422,43.32,0,70,5
37.4,n,39,347,81.15785217,0.7500006,39,33.88789422,43.32,0,70,5
37.4,p,39,347,81.15785217,0.7500006,39,33.88789422,43.32,0,70,5
20.9,n,21.6,324,32.20172501,4.722226,21.6,17.11126769,56.84,100,80,58
20.9,p,21.6,324,32.20172501,4.722226,21.6,17.11126769,56.84,100,80,58
21.2,n,21.6,324,32.20172501,4.722226,21.6,17.11126769,56.84,100,80,58
21.2,p,21.6,324,32.20172501,4.722226,21.6,17.11126769,56.84,100,80,58
26.8,n,25.2,849,17.16617012,2.083335,25.2,21.74185257,19.14,7,100,13
26.8,p,25.2,849,17.16617012,2.083335,25.2,21.74185257,19.14,7,100,13
36.8,n,25.2,849,17.16617012,2.083335,25.2,21.74185257,19.14,7,100,13
36.8,p,25.2,849,17.16617012,2.083335,25.2,21.74185257,19.14,7,100,13
18.7,n,19.5,285,43.19113159,0.5000004,19.5,13.47855713,19.14,5,100,63
18.7,p,19.5,285,43.19113159,0.5000004,19.5,13.47855713,19.14,5,100,63
18.3,n,19.5,285,43.19113159,0.5000004,19.5,13.47855713,19.14,5,100,63
18.3,p,19.5,285,43.19113159,0.5000004,19.5,13.47855713,19.14,5,100,63
32.1,n,30.7,776,31.01598167,2.0277794,30.7,29.12746908,0,90,80,20
32.1,p,30.7,776,31.01598167,2.0277794,30.7,29.12746908,0,90,80,20
33.1,n,30.7,776,31.01598167,2.0277794,30.7,29.12746908,0,90,80,20
33.1,p,30.7,776,31.01598167,2.0277794,30.7,29.12746908,0,90,80,20
40.8,n,38.3,864,20.11286736,2.222224,38.3,38.46317856,53.98,0,100,6
40.8,p,38.3,864,20.11286736,2.222224,38.3,38.46317856,53.98,0,100,6
40,n,38.3,864,20.11286736,2.222224,38.3,38.46317856,53.98,0,100,6
40,p,38.3,864,20.11286736,2.222224,38.3,38.46317856,53.98,0,100,6
26.1,n,25.4,333,19.74681091,0.416667,25.4,21.39494144,69.06,95,100,32
26.1,p,25.4,333,19.74681091,0.416667,25.4,21.39494144,69.06,95,100,32
25.9,n,25.4,333,19.74681091,0.416667,25.4,21.39494144,69.06,95,100,32
25.9,p,25.4,333,19.74681091,0.416667,25.4,21.39494144,69.06,95,100,32
26.4,n,25.8,431,66.69748688,3.1388914,25.8,26.3000812,69.06,80,100,22
26.4,p,25.8,431,66.69748688,3.1388914,25.8,26.3000812,69.06,80,100,22
26.9,n,25.8,431,66.69748688,3.1388914,25.8,26.3000812,69.06,80,100,22
26.9,p,25.8,431,66.69748688,3.1388914,25.8,26.3000812,69.06,80,100,22
36,n,33.8,860,29.812994,3.611114,33.8,34.62106518,69.06,40,100,12
36,p,33.8,860,29.812994,3.611114,33.8,34.62106518,69.06,40,100,12
37.1,n,33.8,860,29.812994,3.611114,33.8,34.62106518,69.06,40,100,12
37.1,p,33.8,860,29.812994,3.611114,33.8,34.62106518,69.06,40,100,12
38.9,n,36.1,878,13.52298069,2.1666684,36.1,31.67088514,69.06,0,100,16
38.9,p,36.1,878,13.52298069,2.1666684,36.1,31.67088514,69.06,0,100,16
37.3,n,36.1,878,13.52298069,2.1666684,36.1,31.67088514,69.06,0,100,16
37.3,p,36.1,878,13.52298069,2.1666684,36.1,31.67088514,69.06,0,100,16
24.1,n,23.8,152,29.3934288,2.0000016,23.8,24.61471529,69.06,95,100,39
24.1,p,23.8,152,29.3934288,2.0000016,23.8,24.61471529,69.06,95,100,39
23.9,n,23.8,152,29.3934288,2.0000016,23.8,24.61471529,69.06,95,100,39
23.9,p,23.8,152,29.3934288,2.0000016,23.8,24.61471529,69.06,95,100,39
