ObsTb,Posture,Tc_init,Qsol,Zen,vel,Tair,Tsurf,PctCanopy,PctCloud,PctShade,RelHum
31.3,n,24.6,639,38.90970993,5.0555596,24.6,25.82081292,0,0,100,16
31.3,p,24.6,639,38.90970993,5.0555596,24.6,25.82081292,0,0,100,16
33.5,n,24.6,639,38.90970993,5.0555596,24.6,25.82081292,0,0,100,16
33.5,p,24.6,639,38.90970993,5.0555596,24.6,25.82081292,0,0,100,16
29,n,20.5,649,38.06500244,2.8333356,20.5,18.37776708,61,70,100,19
29,p,20.5,649,38.06500244,2.8333356,20.5,18.37776708,61,70,100,19
25.6,n,20.5,649,38.06500244,2.8333356,20.5,18.37776708,61,70,100,19
25.6,p,20.5,649,38.06500244,2.8333356,20.5,18.37776708,61,70,100,19
40.5,n,33,704,24.38324928,3.8611142,33,38.72457805,0,0,50,4
40.5,p,33,704,24.38324928,3.8611142,33,38.72457805,0,0,50,4
40.5,n,33,704,24.38324928,3.8611142,33,38.72457805,0,0,50,4
40.5,p,33,704,24.38324928,3.8611142,33,38.72457805,0,0,50,4
22.1,n,22.7,520,22.94971657,1.7222236,22.7,21.00321218,83.62,100,100,31
22.1,p,22.7,520,22.94971657,1.7222236,22.7,21.00321218,83.62,100,100,31
23.9,n,22.7,520,22.94971657,1.7222236,22.7,21.00321218,83.62,100,100,31
23.9,p,22.7,520,22.94971657,1.7222236,22.7,21.00321218,83.62,100,100,31
24.9,n,21.8,444,35.19973373,0.5277782,21.8,22.15016453,67.76,40,40,33
24.9,p,21.8,444,35.19973373,0.5277782,21.8,22.15016453,67.76,40,40,33
26,n,21.8,444,35.19973373,0.5277782,21.8,22.15016453,67.76,40,40,33
26,p,21.8,444,35.19973373,0.5277782,21.8,22.15016453,67.76,40,40,33
35.1,n,26.2,832,34.26259995,4.5000036,26.2,29.51163252,56.32,0,40,13
35.1,p,26.2,832,34.26259995,4.5000036,26.2,29.51163252,56.32,0,40,13
37.4,n,26.2,832,34.26259995,4.5000036,26.2,29.51163252,56.32,0,40,13
37.4,p,26.2,832,34.26259995,4.5000036,26.2,29.51163252,56.32,0,40,13
33.9,n,26.9,835,34.03798294,2.8611134,26.9,29.55014835,59.7,10,70,17
33.9,p,26.9,835,34.03798294,2.8611134,26.9,29.55014835,59.7,10,70,17
32.4,n,26.9,835,34.03798294,2.8611134,26.9,29.55014835,59.7,10,70,17
32.4,p,26.9,835,34.03798294,2.8611134,26.9,29.55014835,59.7,10,70,17
34.2,n,28.2,626,33.60074997,0.1111112,28.2,42.34493413,0,5,10,18
34.2,p,28.2,626,33.60074997,0.1111112,28.2,42.34493413,0,5,10,18
35.6,n,28.2,626,33.60074997,0.1111112,28.2,42.34493413,0,5,10,18
35.6,p,28.2,626,33.60074997,0.1111112,28.2,42.34493413,0,5,10,18
18.6,n,17,294,44.59366989,2.1388906,17,16.85376113,65.68,0,90,40
18.6,p,17,294,44.59366989,2.1388906,17,16.85376113,65.68,0,90,40
18.6,n,17,294,44.59366989,2.1388906,17,16.85376113,65.68,0,90,40
18.6,p,17,294,44.59366989,2.1388906,17,16.85376113,65.68,0,90,40
26.3,n,23.1,813,18.95103073,1.9722238,23.1,22.32207149,81.8,0,60,17
26.3,p,23.1,813,18.95103073,1.9722238,23.1,22.32207149,81.8,0,60,17
27.3,n,23.1,813,18.95103073,1.9722238,23.1,22.32207149,81.8,0,60,17
27.3,p,23.1,813,18.95103073,1.9722238,23.1,22.32207149,81.8,0,60,17
33.3,n,29.6,730,56.84828568,2.8055578,29.6,27.39655553,78.42,0,90,9
33.3,p,29.6,730,56.84828568,2.8055578,29.6,27.39655553,78.42,0,90,9
33.5,n,29.6,730,56.84828568,2.8055578,29.6,27.39655553,78.42,0,90,9
33.5,p,29.6,730,56.84828568,2.8055578,29.6,27.39655553,78.42,0,90,9
39.1,n,40.5,466,68.92408752,1.8333348,40.5,37.73173589,70.88,0,0,5
39.1,p,40.5,466,68.92408752,1.8333348,40.5,37.73173589,70.88,0,0,5
38.4,n,40.5,466,68.92408752,1.8333348,40.5,37.73173589,70.88,0,0,5
38.4,p,40.5,466,68.92408752,1.8333348,40.5,37.73173589,70.88,0,0,5
18.4,n,18.5,178,22.26984215,0.972223,18.5,23.26642812,0,100,90,49
18.4,p,18.5,178,22.26984215,0.972223,18.5,23.26642812,0,100,90,49
19,n,18.5,178,22.26984215,0.972223,18.5,23.26642812,0,100,90,49
19,p,18.5,178,22.26984215,0.972223,18.5,23.26642812,0,100,90,49
26.3,n,25.2,726,17.16617012,1.7222236,25.2,27.03683207,69.06,15,100,21
26.3,p,25.2,726,17.16617012,1.7222236,25.2,27.03683207,69.06,15,100,21
25.2,n,25.2,726,17.16617012,1.7222236,25.2,27.03683207,69.06,15,100,21
25.2,p,25.2,726,17.16617012,1.7222236,25.2,27.03683207,69.06,15,100,21
28.2,n,27.2,729,20.91147804,3.194447,27.2,28.61514718,92.72,40,25,23
28.2,p,27.2,729,20.91147804,3.194447,27.2,28.61514718,92.72,40,25,23
28.1,n,27.2,729,20.91147804,3.194447,27.2,28.61514718,92.72,40,25,23
28.1,p,27.2,729,20.91147804,3.194447,27.2,28.61514718,92.72,40,25,23
33.8,n,33.3,905,20.703619,1.38889,33.3,29.83386187,0,80,40,18
33.8,p,33.3,905,20.703619,1.38889,33.3,29.83386187,0,80,40,18
34.9,n,33.3,905,20.703619,1.38889,33.3,29.83386187,0,80,40,18
34.9,p,33.3,905,20.703619,1.38889,33.3,29.83386187,0,80,40,18
35.4,n,33.7,579,67.38121033,0.0833334,33.7,30.52899921,66.72,10,5,9
35.4,p,33.7,579,67.38121033,0.0833334,33.7,30.52899921,66.72,10,5,9
33.5,n,33.7,579,67.38121033,0.0833334,33.7,30.52899921,66.72,10,5,9
33.5,p,33.7,579,67.38121033,0.0833334,33.7,30.52899921,66.72,10,5,9
37.7,n,37.9,746,54.78589249,0.3888892,37.9,38.13968485,79.72,40,90,3
37.7,p,37.9,746,54.78589249,0.3888892,37.9,38.13968485,79.72,40,90,3
37.5,n,37.9,746,54.78589249,0.3888892,37.9,38.13968485,79.72,40,90,3
37.5,p,37.9,746,54.78589249,0.3888892,37.9,38.13968485,79.72,40,90,3
23.6,n,23.9,275,30.30301666,1.5833346,23.9,20.94892556,79.72,95,85,40
23.6,p,23.9,275,30.30301666,1.5833346,23.9,20.94892556,79.72,95,85,40
23.7,n,23.9,275,30.30301666,1.5833346,23.9,20.94892556,79.72,95,85,40
23.7,p,23.9,275,30.30301666,1.5833346,23.9,20.94892556,79.72,95,85,40
23.3,n,24.7,221,41.51548767,1.9722238,24.7,23.29107186,58.66,95,10,33
23.3,p,24.7,221,41.51548767,1.9722238,24.7,23.29107186,58.66,95,10,33
23.1,n,24.7,221,41.51548767,1.9722238,24.7,23.29107186,58.66,95,10,33
23.1,p,24.7,221,41.51548767,1.9722238,24.7,23.29107186,58.66,95,10,33
