ObsTb,Posture,Tc_init,Qsol,Zen,vel,Tair,Tsurf,PctCanopy,PctCloud,PctShade,RelHum
20.9,n,20.3,356,43.05351639,0.3888892,20.3,17.4204169,28.98,20,100,41
20.9,p,20.3,356,43.05351639,0.3888892,20.3,17.4204169,28.98,20,100,41
22.1,n,20.3,356,43.05351639,0.3888892,20.3,17.4204169,28.98,20,100,41
22.1,p,20.3,356,43.05351639,0.3888892,20.3,17.4204169,28.98,20,100,41
38.5,n,37.6,725,55.01888275,1.1944454,37.6,34.15813555,90.2,30,30,7
38.5,p,37.6,725,55.01888275,1.1944454,37.6,34.15813555,90.2,30,30,7
39.6,n,37.6,725,55.01888275,1.1944454,37.6,34.15813555,90.2,30,30,7
39.6,p,37.6,725,55.01888275,1.1944454,37.6,34.15813555,90.2,30,30,7
28.5,n,28.1,278,42.42094803,0.6388894,28.1,24.23131941,83.31,95,40,13
28.5,p,28.1,278,42.42094803,0.6388894,28.1,24.23131941,83.31,95,40,13
28.3,n,28.1,278,42.42094803,0.6388894,28.1,24.23131941,83.31,95,40,13
28.3,p,28.1,278,42.42094803,0.6388894,28.1,24.23131941,83.31,95,40,13
41.5,n,40.2,594,14.82529831,5.2222264,40.2,42.4018043,0,75,100,5
41.5,p,40.2,594,14.82529831,5.2222264,40.2,42.4018043,0,75,100,5
41.1,n,40.2,594,14.82529831,5.2222264,40.2,42.4018043,0,75,100,5
41.1,p,40.2,594,14.82529831,5.2222264,40.2,42.4018043,0,75,100,5
43.4,n,42,876,42.42094803,2.2500018,42,42.44790039,28.98,50,100,3
43.4,p,42,876,42.42094803,2.2500018,42,42.44790039,28.98,50,100,3
45.6,n,42,876,42.42094803,2.2500018,42,42.44790039,28.98,50,100,3
45.6,p,42,876,42.42094803,2.2500018,42,42.44790039,28.98,50,100,3
30.4,n,30.9,852,30.1738472,4.8888928,30.9,29.66755974,28.98,45,100,13
30.4,p,30.9,852,30.1738472,4.8888928,30.9,29.66755974,28.98,45,100,13
30.1,n,30.9,852,30.1738472,4.8888928,30.9,29.66755974,28.98,45,100,13
30.1,p,30.9,852,30.1738472,4.8888928,30.9,29.66755974,28.98,45,100,13
26,n,27.2,705,54.46146011,5.8055602,27.2,26.4124633,28.98,60,100,12
26,p,27.2,705,54.46146011,5.8055602,27.2,26.4124633,28.98,60,100,12
25.7,n,27.2,705,54.46146011,5.8055602,27.2,26.4124633,28.98,60,100,12
25.7,p,27.2,705,54.46146011,5.8055602,27.2,26.4124633,28.98,60,100,12
29.9,n,29,702,54.26203537,2.916669,29,28.03433245,28.98,0,100,9
29.9,p,29,702,54.26203537,2.916669,29,28.03433245,28.98,0,100,9
29.6,n,29,702,54.26203537,2.916669,29,28.03433245,28.98,0,100,9
29.6,p,29,702,54.26203537,2.916669,29,28.03433245,28.98,0,100,9
34.8,n,37.6,453,41.69092178,0.8055562,37.6,35.69967868,28.98,0,100,21
34.8,p,37.6,453,41.69092178,0.8055562,37.6,35.69967868,28.98,0,100,21
35.9,n,37.6,453,41.69092178,0.8055562,37.6,35.69967868,28.98,0,100,21
35.9,p,37.6,453,41.69092178,0.8055562,37.6,35.69967868,28.98,0,100,21
