ObsTb,Posture,Tc_init,Qsol,Zen,vel,Tair,Tsurf,PctCanopy,PctCloud,PctShade,RelHum
29.8,n,22.6,457,35.69058609,5.3888932,22.6,26.55818794,0,60,60,24
29.8,p,22.6,457,35.69058609,5.3888932,22.6,26.55818794,0,60,60,24
25.6,n,24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
25.6,p,24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
25.6,n,24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
25.6,p,24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
34.5,n,27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
34.5,p,27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
34.5,n,27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
34.5,p,27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
20.3,n,16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
20.3,p,16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
20.8,n,16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
20.8,p,16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
34.8,n,31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
34.8,p,31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
35.9,n,31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
35.9,p,31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
29.3,n,27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
29.3,p,27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
28.2,n,27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
28.2,p,27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
38.8,n,38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
38.8,p,38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
40.2,n,38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
40.2,p,38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
20.6,n,20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
20.6,p,20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
22,n,20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
22,p,20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
22,n,21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
22,p,21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
24.2,n,21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
24.2,p,21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
25,n,23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
25,p,23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
27.5,n,23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
27.5,p,23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
22.3,n,19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
22.3,p,19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
22.8,n,19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
22.8,p,19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
20.6,n,21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
20.6,p,21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
20.4,n,21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
20.4,p,21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
23.5,n,23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
23.5,p,23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
24.4,n,23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
24.4,p,23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
26.5,n,25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
26.5,p,25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
26.4,n,25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
26.4,p,25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
33.7,n,35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
33.7,p,35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
33,n,35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
33,p,35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
31.7,n,30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
31.7,p,30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
31.2,n,30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
31.2,p,30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
22.5,n,19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
22.5,p,19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
21.5,n,19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
21.5,p,19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
25.4,n,25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
25.4,p,25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
25.5,n,25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
25.5,p,25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
28.9,n,28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
28.9,p,28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
29.1,n,28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
29.1,p,28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
28.2,n,29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
28.2,p,29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
27.3,n,29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
27.3,p,29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
