"","dates","DOY","hour","forage.time.minute","forage.bout.minute","zen"
"450",1990-01-19 17:00:00,NA,NA,NA,NA,NA
"451",1990-01-19 18:00:00,NA,NA,NA,NA,NA
"452",1990-01-19 19:00:00,NA,NA,NA,NA,NA
"453",1990-01-19 20:00:00,NA,NA,NA,NA,NA
"454",1990-01-19 21:00:00,NA,NA,NA,NA,NA
"455",1990-01-19 22:00:00,NA,NA,NA,NA,NA
"456",1990-01-19 23:00:00,NA,NA,NA,NA,NA
"457",1990-01-20 00:00:00,NA,NA,NA,NA,NA
"458",1990-01-20 01:00:00,NA,NA,NA,NA,NA
"459",1990-01-20 02:00:00,NA,NA,NA,NA,NA
"460",1990-01-20 03:00:00,NA,NA,NA,NA,NA
"461",1990-01-20 04:00:00,NA,NA,NA,NA,NA
"462",1990-01-20 05:00:00,NA,NA,NA,NA,NA
"463",1990-01-20 06:00:00,NA,NA,NA,NA,NA
"464",1990-01-20 07:00:00,NA,NA,NA,NA,NA
"465",1990-01-20 08:00:00,NA,NA,NA,NA,NA
"466",1990-01-20 09:00:00,NA,NA,NA,NA,NA
"467",1990-01-20 10:00:00,NA,NA,NA,NA,NA
"468",1990-01-20 11:00:00,NA,NA,NA,NA,NA
"469",1990-01-20 12:00:00,NA,NA,NA,NA,NA
"470",1990-01-20 13:00:00,NA,NA,NA,NA,NA
"471",1990-01-20 14:00:00,NA,NA,NA,NA,NA
"472",1990-01-20 15:00:00,NA,NA,NA,NA,NA
"473",1990-01-20 16:00:00,NA,NA,NA,NA,NA
"474",1990-01-20 17:00:00,NA,NA,NA,NA,NA
"475",1990-01-20 18:00:00,NA,NA,NA,NA,NA
"476",1990-01-20 19:00:00,NA,NA,NA,NA,NA
"477",1990-01-20 20:00:00,NA,NA,NA,NA,NA
"478",1990-01-20 21:00:00,NA,NA,NA,NA,NA
"479",1990-01-20 22:00:00,NA,NA,NA,NA,NA
"480",1990-01-20 23:00:00,NA,NA,NA,NA,NA
"481",1990-01-21 00:00:00,NA,NA,NA,NA,NA
"482",1990-01-21 01:00:00,NA,NA,NA,NA,NA
"483",1990-01-21 02:00:00,NA,NA,NA,NA,NA
"484",1990-01-21 03:00:00,NA,NA,NA,NA,NA
"485",1990-01-21 04:00:00,NA,NA,NA,NA,NA
"486",1990-01-21 05:00:00,NA,NA,NA,NA,NA
"487",1990-01-21 06:00:00,NA,NA,NA,NA,NA
"488",1990-01-21 07:00:00,NA,NA,NA,NA,NA
"489",1990-01-21 08:00:00,NA,NA,NA,NA,NA
"490",1990-01-21 09:00:00,NA,NA,NA,NA,NA
"491",1990-01-21 10:00:00,NA,NA,NA,NA,NA
"492",1990-01-21 11:00:00,NA,NA,NA,NA,NA
"493",1990-01-21 12:00:00,NA,NA,NA,NA,NA
"494",1990-01-21 13:00:00,NA,NA,NA,NA,NA
"495",1990-01-21 14:00:00,NA,NA,NA,NA,NA
"496",1990-01-21 15:00:00,NA,NA,NA,NA,NA
"497",1990-01-21 16:00:00,NA,NA,NA,NA,NA
"498",1990-01-21 17:00:00,NA,NA,NA,NA,NA
"499",1990-01-21 18:00:00,NA,NA,NA,NA,NA
"500",1990-01-21 19:00:00,NA,NA,NA,NA,NA
"501",1990-01-21 20:00:00,NA,NA,NA,NA,NA
"502",1990-01-21 21:00:00,NA,NA,NA,NA,NA
"503",1990-01-21 22:00:00,NA,NA,NA,NA,NA
"504",1990-01-21 23:00:00,NA,NA,NA,NA,NA
"505",1990-01-22 00:00:00,NA,NA,NA,NA,NA
"506",1990-01-22 01:00:00,NA,NA,NA,NA,NA
"507",1990-01-22 02:00:00,NA,NA,NA,NA,NA
"508",1990-01-22 03:00:00,NA,NA,NA,NA,NA
"509",1990-01-22 04:00:00,NA,NA,NA,NA,NA
"510",1990-01-22 05:00:00,NA,NA,NA,NA,NA
"511",1990-01-22 06:00:00,NA,NA,NA,NA,NA
"512",1990-01-22 07:00:00,NA,NA,NA,NA,NA
"513",1990-01-22 08:00:00,NA,NA,NA,NA,NA
"514",1990-01-22 09:00:00,NA,NA,NA,NA,NA
"515",1990-01-22 10:00:00,NA,NA,NA,NA,NA
"516",1990-01-22 11:00:00,NA,NA,NA,NA,NA
"517",1990-01-22 12:00:00,NA,NA,NA,NA,NA
"518",1990-01-22 13:00:00,NA,NA,NA,NA,NA
"519",1990-01-22 14:00:00,NA,NA,NA,NA,NA
"520",1990-01-22 15:00:00,NA,NA,NA,NA,NA
"521",1990-01-22 16:00:00,NA,NA,NA,NA,NA
"522",1990-01-22 17:00:00,NA,NA,NA,NA,NA
"523",1990-01-22 18:00:00,NA,NA,NA,NA,NA
"524",1990-01-22 19:00:00,NA,NA,NA,NA,NA
"525",1990-01-22 20:00:00,NA,NA,NA,NA,NA
"526",1990-01-22 21:00:00,NA,NA,NA,NA,NA
"527",1990-01-22 22:00:00,NA,NA,NA,NA,NA
"528",1990-01-22 23:00:00,NA,NA,NA,NA,NA
"529",1990-01-23 00:00:00,NA,NA,NA,NA,NA
"530",1990-01-23 01:00:00,NA,NA,NA,NA,NA
"531",1990-01-23 02:00:00,NA,NA,NA,NA,NA
"532",1990-01-23 03:00:00,NA,NA,NA,NA,NA
"533",1990-01-23 04:00:00,NA,NA,NA,NA,NA
"534",1990-01-23 05:00:00,NA,NA,NA,NA,NA
"535",1990-01-23 06:00:00,NA,NA,NA,NA,NA
"536",1990-01-23 07:00:00,NA,NA,NA,NA,NA
"537",1990-01-23 08:00:00,NA,NA,NA,NA,NA
"538",1990-01-23 09:00:00,NA,NA,NA,NA,NA
"539",1990-01-23 10:00:00,NA,NA,NA,NA,NA
"540",1990-01-23 11:00:00,NA,NA,NA,NA,NA
"541",1990-01-23 12:00:00,NA,NA,NA,NA,NA
"542",1990-01-23 13:00:00,NA,NA,NA,NA,NA
"543",1990-01-23 14:00:00,NA,NA,NA,NA,NA
"544",1990-01-23 15:00:00,NA,NA,NA,NA,NA
"545",1990-01-23 16:00:00,NA,NA,NA,NA,NA
"546",1990-01-23 17:00:00,NA,NA,NA,NA,NA
"547",1990-01-23 18:00:00,NA,NA,NA,NA,NA
"548",1990-01-23 19:00:00,NA,NA,NA,NA,NA
"549",1990-01-23 20:00:00,NA,NA,NA,NA,NA
"550",1990-01-23 21:00:00,NA,NA,NA,NA,NA
"551",1990-01-23 22:00:00,NA,NA,NA,NA,NA
"552",1990-01-23 23:00:00,NA,NA,NA,NA,NA
"553",1990-01-24 00:00:00,NA,NA,NA,NA,NA
"554",1990-01-24 01:00:00,NA,NA,NA,NA,NA
"555",1990-01-24 02:00:00,NA,NA,NA,NA,NA
"556",1990-01-24 03:00:00,NA,NA,NA,NA,NA
"557",1990-01-24 04:00:00,NA,NA,NA,NA,NA
"558",1990-01-24 05:00:00,NA,NA,NA,NA,NA
"559",1990-01-24 06:00:00,NA,NA,NA,NA,NA
"560",1990-01-24 07:00:00,NA,NA,NA,NA,NA
"561",1990-01-24 08:00:00,NA,NA,NA,NA,NA
"562",1990-01-24 09:00:00,NA,NA,NA,NA,NA
"563",1990-01-24 10:00:00,NA,NA,NA,NA,NA
"564",1990-01-24 11:00:00,NA,NA,NA,NA,NA
"565",1990-01-24 12:00:00,NA,NA,NA,NA,NA
"566",1990-01-24 13:00:00,NA,NA,NA,NA,NA
"567",1990-01-24 14:00:00,NA,NA,NA,NA,NA
"568",1990-01-24 15:00:00,NA,NA,NA,NA,NA
"569",1990-01-24 16:00:00,NA,NA,NA,NA,NA
"570",1990-01-24 17:00:00,NA,NA,NA,NA,NA
"571",1990-01-24 18:00:00,NA,NA,NA,NA,NA
"572",1990-01-24 19:00:00,NA,NA,NA,NA,NA
"573",1990-01-24 20:00:00,NA,NA,NA,NA,NA
"574",1990-01-24 21:00:00,NA,NA,NA,NA,NA
"575",1990-01-24 22:00:00,NA,NA,NA,NA,NA
"576",1990-01-24 23:00:00,NA,NA,NA,NA,NA
"577",1990-01-25 00:00:00,NA,NA,NA,NA,NA
"578",1990-01-25 01:00:00,NA,NA,NA,NA,NA
"579",1990-01-25 02:00:00,NA,NA,NA,NA,NA
"580",1990-01-25 03:00:00,NA,NA,NA,NA,NA
"581",1990-01-25 04:00:00,NA,NA,NA,NA,NA
"582",1990-01-25 05:00:00,NA,NA,NA,NA,NA
"583",1990-01-25 06:00:00,NA,NA,NA,NA,NA
"584",1990-01-25 07:00:00,NA,NA,NA,NA,NA
"585",1990-01-25 08:00:00,NA,NA,NA,NA,NA
"586",1990-01-25 09:00:00,NA,NA,NA,NA,NA
"587",1990-01-25 10:00:00,NA,NA,NA,NA,NA
"588",1990-01-25 11:00:00,NA,NA,NA,NA,NA
"589",1990-01-25 12:00:00,NA,NA,NA,NA,NA
"590",1990-01-25 13:00:00,NA,NA,NA,NA,NA
"591",1990-01-25 14:00:00,NA,NA,NA,NA,NA
"592",1990-01-25 15:00:00,NA,NA,NA,NA,NA
"593",1990-01-25 16:00:00,NA,NA,NA,NA,NA
"594",1990-01-25 17:00:00,NA,NA,NA,NA,NA
"595",1990-01-25 18:00:00,NA,NA,NA,NA,NA
"596",1990-01-25 19:00:00,NA,NA,NA,NA,NA
"597",1990-01-25 20:00:00,NA,NA,NA,NA,NA
"598",1990-01-25 21:00:00,NA,NA,NA,NA,NA
"599",1990-01-25 22:00:00,NA,NA,NA,NA,NA
"600",1990-01-25 23:00:00,NA,NA,NA,NA,NA
"601",1990-01-26 00:00:00,NA,NA,NA,NA,NA
"602",1990-01-26 01:00:00,NA,NA,NA,NA,NA
"603",1990-01-26 02:00:00,NA,NA,NA,NA,NA
"604",1990-01-26 03:00:00,NA,NA,NA,NA,NA
"605",1990-01-26 04:00:00,NA,NA,NA,NA,NA
"606",1990-01-26 05:00:00,NA,NA,NA,NA,NA
"607",1990-01-26 06:00:00,NA,NA,NA,NA,NA
"608",1990-01-26 07:00:00,NA,NA,NA,NA,NA
"609",1990-01-26 08:00:00,NA,NA,NA,NA,NA
"610",1990-01-26 09:00:00,NA,NA,NA,NA,NA
"611",1990-01-26 10:00:00,NA,NA,NA,NA,NA
"612",1990-01-26 11:00:00,NA,NA,NA,NA,NA
"613",1990-01-26 12:00:00,NA,NA,NA,NA,NA
"614",1990-01-26 13:00:00,NA,NA,NA,NA,NA
"615",1990-01-26 14:00:00,NA,NA,NA,NA,NA
"616",1990-01-26 15:00:00,NA,NA,NA,NA,NA
"617",1990-01-26 16:00:00,NA,NA,NA,NA,NA
"618",1990-01-26 17:00:00,NA,NA,NA,NA,NA
"619",1990-01-26 18:00:00,NA,NA,NA,NA,NA
"620",1990-01-26 19:00:00,NA,NA,NA,NA,NA
"621",1990-01-26 20:00:00,NA,NA,NA,NA,NA
"622",1990-01-26 21:00:00,NA,NA,NA,NA,NA
"623",1990-01-26 22:00:00,NA,NA,NA,NA,NA
"624",1990-01-26 23:00:00,NA,NA,NA,NA,NA
"625",1990-01-27 00:00:00,NA,NA,NA,NA,NA
"626",1990-01-27 01:00:00,NA,NA,NA,NA,NA
"627",1990-01-27 02:00:00,NA,NA,NA,NA,NA
"628",1990-01-27 03:00:00,NA,NA,NA,NA,NA
"629",1990-01-27 04:00:00,NA,NA,NA,NA,NA
"630",1990-01-27 05:00:00,NA,NA,NA,NA,NA
"631",1990-01-27 06:00:00,NA,NA,NA,NA,NA
"632",1990-01-27 07:00:00,NA,NA,NA,NA,NA
"633",1990-01-27 08:00:00,NA,NA,NA,NA,NA
"634",1990-01-27 09:00:00,NA,NA,NA,NA,NA
"635",1990-01-27 10:00:00,NA,NA,NA,NA,NA
"636",1990-01-27 11:00:00,NA,NA,NA,NA,NA
"637",1990-01-27 12:00:00,NA,NA,NA,NA,NA
"638",1990-01-27 13:00:00,NA,NA,NA,NA,NA
"639",1990-01-27 14:00:00,NA,NA,NA,NA,NA
"640",1990-01-27 15:00:00,NA,NA,NA,NA,NA
"641",1990-01-27 16:00:00,NA,NA,NA,NA,NA
"642",1990-01-27 17:00:00,NA,NA,NA,NA,NA
"643",1990-01-27 18:00:00,NA,NA,NA,NA,NA
"644",1990-01-27 19:00:00,NA,NA,NA,NA,NA
"645",1990-01-27 20:00:00,NA,NA,NA,NA,NA
"646",1990-01-27 21:00:00,NA,NA,NA,NA,NA
"647",1990-01-27 22:00:00,NA,NA,NA,NA,NA
"648",1990-01-27 23:00:00,NA,NA,NA,NA,NA
"649",1990-01-28 00:00:00,NA,NA,NA,NA,NA
"650",1990-01-28 01:00:00,NA,NA,NA,NA,NA
"651",1990-01-28 02:00:00,NA,NA,NA,NA,NA
"652",1990-01-28 03:00:00,NA,NA,NA,NA,NA
"653",1990-01-28 04:00:00,NA,NA,NA,NA,NA
"654",1990-01-28 05:00:00,NA,NA,NA,NA,NA
"655",1990-01-28 06:00:00,NA,NA,NA,NA,NA
"656",1990-01-28 07:00:00,NA,NA,NA,NA,NA
"657",1990-01-28 08:00:00,NA,NA,NA,NA,NA
"658",1990-01-28 09:00:00,NA,NA,NA,NA,NA
"659",1990-01-28 10:00:00,NA,NA,NA,NA,NA
"660",1990-01-28 11:00:00,NA,NA,NA,NA,NA
"661",1990-01-28 12:00:00,NA,NA,NA,NA,NA
"662",1990-01-28 13:00:00,NA,NA,NA,NA,NA
"663",1990-01-28 14:00:00,NA,NA,NA,NA,NA
"664",1990-01-28 15:00:00,NA,NA,NA,NA,NA
"665",1990-01-28 16:00:00,NA,NA,NA,NA,NA
"666",1990-01-28 17:00:00,NA,NA,NA,NA,NA
"667",1990-01-28 18:00:00,NA,NA,NA,NA,NA
"668",1990-01-28 19:00:00,NA,NA,NA,NA,NA
"669",1990-01-28 20:00:00,NA,NA,NA,NA,NA
"670",1990-01-28 21:00:00,NA,NA,NA,NA,NA
"671",1990-01-28 22:00:00,NA,NA,NA,NA,NA
"672",1990-01-28 23:00:00,NA,NA,NA,NA,NA
"673",1990-01-29 00:00:00,NA,NA,NA,NA,NA
"674",1990-01-29 01:00:00,NA,NA,NA,NA,NA
"675",1990-01-29 02:00:00,NA,NA,NA,NA,NA
"676",1990-01-29 03:00:00,NA,NA,NA,NA,NA
"677",1990-01-29 04:00:00,NA,NA,NA,NA,NA
"678",1990-01-29 05:00:00,NA,NA,NA,NA,NA
"679",1990-01-29 06:00:00,NA,NA,NA,NA,NA
"680",1990-01-29 07:00:00,NA,NA,NA,NA,NA
"681",1990-01-29 08:00:00,NA,NA,NA,NA,NA
"682",1990-01-29 09:00:00,NA,NA,NA,NA,NA
"683",1990-01-29 10:00:00,NA,NA,NA,NA,NA
"684",1990-01-29 11:00:00,NA,NA,NA,NA,NA
"685",1990-01-29 12:00:00,NA,NA,NA,NA,NA
"686",1990-01-29 13:00:00,NA,NA,NA,NA,NA
"687",1990-01-29 14:00:00,NA,NA,NA,NA,NA
"688",1990-01-29 15:00:00,NA,NA,NA,NA,NA
"689",1990-01-29 16:00:00,NA,NA,NA,NA,NA
"690",1990-01-29 17:00:00,NA,NA,NA,NA,NA
"691",1990-01-29 18:00:00,NA,NA,NA,NA,NA
"692",1990-01-29 19:00:00,NA,NA,NA,NA,NA
"693",1990-01-29 20:00:00,NA,NA,NA,NA,NA
"694",1990-01-29 21:00:00,NA,NA,NA,NA,NA
"695",1990-01-29 22:00:00,NA,NA,NA,NA,NA
"696",1990-01-29 23:00:00,NA,NA,NA,NA,NA
"697",1990-01-30 00:00:00,NA,NA,NA,NA,NA
"698",1990-01-30 01:00:00,NA,NA,NA,NA,NA
"699",1990-01-30 02:00:00,NA,NA,NA,NA,NA
"700",1990-01-30 03:00:00,NA,NA,NA,NA,NA
"701",1990-01-30 04:00:00,NA,NA,NA,NA,NA
"702",1990-01-30 05:00:00,NA,NA,NA,NA,NA
"703",1990-01-30 06:00:00,NA,NA,NA,NA,NA
"704",1990-01-30 07:00:00,NA,NA,NA,NA,NA
"705",1990-01-30 08:00:00,NA,NA,NA,NA,NA
"706",1990-01-30 09:00:00,NA,NA,NA,NA,NA
"707",1990-01-30 10:00:00,NA,NA,NA,NA,NA
"708",1990-01-30 11:00:00,NA,NA,NA,NA,NA
"709",1990-01-30 12:00:00,NA,NA,NA,NA,NA
"710",1990-01-30 13:00:00,NA,NA,NA,NA,NA
"711",1990-01-30 14:00:00,NA,NA,NA,NA,NA
"712",1990-01-30 15:00:00,NA,NA,NA,NA,NA
"713",1990-01-30 16:00:00,NA,NA,NA,NA,NA
"714",1990-01-30 17:00:00,NA,NA,NA,NA,NA
"715",1990-01-30 18:00:00,NA,NA,NA,NA,NA
"716",1990-01-30 19:00:00,NA,NA,NA,NA,NA
"717",1990-01-30 20:00:00,NA,NA,NA,NA,NA
"718",1990-01-30 21:00:00,NA,NA,NA,NA,NA
"719",1990-01-30 22:00:00,NA,NA,NA,NA,NA
"720",1990-01-30 23:00:00,NA,NA,NA,NA,NA
"721",1990-01-31 00:00:00,NA,NA,NA,NA,NA
"722",1990-01-31 01:00:00,NA,NA,NA,NA,NA
"723",1990-01-31 02:00:00,NA,NA,NA,NA,NA
"724",1990-01-31 03:00:00,NA,NA,NA,NA,NA
"725",1990-01-31 04:00:00,NA,NA,NA,NA,NA
"726",1990-01-31 05:00:00,NA,NA,NA,NA,NA
"727",1990-01-31 06:00:00,NA,NA,NA,NA,NA
"728",1990-01-31 07:00:00,NA,NA,NA,NA,NA
"729",1990-01-31 08:00:00,NA,NA,NA,NA,NA
"730",1990-01-31 09:00:00,NA,NA,NA,NA,NA
"731",1990-01-31 10:00:00,NA,NA,NA,NA,NA
"732",1990-01-31 11:00:00,NA,NA,NA,NA,NA
"733",1990-01-31 12:00:00,NA,NA,NA,NA,NA
"734",1990-01-31 13:00:00,NA,NA,NA,NA,NA
"735",1990-01-31 14:00:00,NA,NA,NA,NA,NA
"736",1990-01-31 15:00:00,NA,NA,NA,NA,NA
"737",1990-01-31 16:00:00,NA,NA,NA,NA,NA
"738",1990-01-31 17:00:00,NA,NA,NA,NA,NA
"739",1990-01-31 18:00:00,NA,NA,NA,NA,NA
"740",1990-01-31 19:00:00,NA,NA,NA,NA,NA
"741",1990-01-31 20:00:00,NA,NA,NA,NA,NA
"742",1990-01-31 21:00:00,NA,NA,NA,NA,NA
"743",1990-01-31 22:00:00,NA,NA,NA,NA,NA
"744",1990-01-31 23:00:00,NA,NA,NA,NA,NA
"745",1990-02-01 00:00:00,NA,NA,NA,NA,NA
"746",1990-02-01 01:00:00,NA,NA,NA,NA,NA
"747",1990-02-01 02:00:00,NA,NA,NA,NA,NA
"748",1990-02-01 03:00:00,NA,NA,NA,NA,NA
"749",1990-02-01 04:00:00,NA,NA,NA,NA,NA
"750",1990-02-01 05:00:00,NA,NA,NA,NA,NA
"751",1990-02-01 06:00:00,NA,NA,NA,NA,NA
"752",1990-02-01 07:00:00,NA,NA,NA,NA,NA
"753",1990-02-01 08:00:00,NA,NA,NA,NA,NA
"754",1990-02-01 09:00:00,NA,NA,NA,NA,NA
"755",1990-02-01 10:00:00,NA,NA,NA,NA,NA
"756",1990-02-01 11:00:00,NA,NA,NA,NA,NA
"757",1990-02-01 12:00:00,NA,NA,NA,NA,NA
"758",1990-02-01 13:00:00,NA,NA,NA,NA,NA
"759",1990-02-01 14:00:00,NA,NA,NA,NA,NA
"760",1990-02-01 15:00:00,NA,NA,NA,NA,NA
"761",1990-02-01 16:00:00,NA,NA,NA,NA,NA
"762",1990-02-01 17:00:00,NA,NA,NA,NA,NA
"763",1990-02-01 18:00:00,NA,NA,NA,NA,NA
"764",1990-02-01 19:00:00,NA,NA,NA,NA,NA
"765",1990-02-01 20:00:00,NA,NA,NA,NA,NA
"766",1990-02-01 21:00:00,NA,NA,NA,NA,NA
"767",1990-02-01 22:00:00,NA,NA,NA,NA,NA
"768",1990-02-01 23:00:00,NA,NA,NA,NA,NA
"769",1990-02-02 00:00:00,NA,NA,NA,NA,NA
"770",1990-02-02 01:00:00,NA,NA,NA,NA,NA
"771",1990-02-02 02:00:00,NA,NA,NA,NA,NA
"772",1990-02-02 03:00:00,NA,NA,NA,NA,NA
"773",1990-02-02 04:00:00,NA,NA,NA,NA,NA
"774",1990-02-02 05:00:00,NA,NA,NA,NA,NA
"775",1990-02-02 06:00:00,NA,NA,NA,NA,NA
"776",1990-02-02 07:00:00,NA,NA,NA,NA,NA
"777",1990-02-02 08:00:00,NA,NA,NA,NA,NA
"778",1990-02-02 09:00:00,NA,NA,NA,NA,NA
"779",1990-02-02 10:00:00,NA,NA,NA,NA,NA
"780",1990-02-02 11:00:00,NA,NA,NA,NA,NA
"781",1990-02-02 12:00:00,NA,NA,NA,NA,NA
"782",1990-02-02 13:00:00,NA,NA,NA,NA,NA
"783",1990-02-02 14:00:00,NA,NA,NA,NA,NA
"784",1990-02-02 15:00:00,NA,NA,NA,NA,NA
"785",1990-02-02 16:00:00,NA,NA,NA,NA,NA
"786",1990-02-02 17:00:00,NA,NA,NA,NA,NA
"787",1990-02-02 18:00:00,NA,NA,NA,NA,NA
"788",1990-02-02 19:00:00,NA,NA,NA,NA,NA
"789",1990-02-02 20:00:00,NA,NA,NA,NA,NA
"790",1990-02-02 21:00:00,NA,NA,NA,NA,NA
"791",1990-02-02 22:00:00,NA,NA,NA,NA,NA
"792",1990-02-02 23:00:00,NA,NA,NA,NA,NA
"793",1990-02-03 00:00:00,NA,NA,NA,NA,NA
"794",1990-02-03 01:00:00,NA,NA,NA,NA,NA
"795",1990-02-03 02:00:00,NA,NA,NA,NA,NA
"796",1990-02-03 03:00:00,NA,NA,NA,NA,NA
"797",1990-02-03 04:00:00,NA,NA,NA,NA,NA
"798",1990-02-03 05:00:00,NA,NA,NA,NA,NA
"799",1990-02-03 06:00:00,NA,NA,NA,NA,NA
"800",1990-02-03 07:00:00,NA,NA,NA,NA,NA
"801",1990-02-03 08:00:00,NA,NA,NA,NA,NA
"802",1990-02-03 09:00:00,NA,NA,NA,NA,NA
"803",1990-02-03 10:00:00,NA,NA,NA,NA,NA
"804",1990-02-03 11:00:00,NA,NA,NA,NA,NA
"805",1990-02-03 12:00:00,NA,NA,NA,NA,NA
"806",1990-02-03 13:00:00,NA,NA,NA,NA,NA
"807",1990-02-03 14:00:00,NA,NA,NA,NA,NA
"808",1990-02-03 15:00:00,NA,NA,NA,NA,NA
"809",1990-02-03 16:00:00,NA,NA,NA,NA,NA
"810",1990-02-03 17:00:00,NA,NA,NA,NA,NA
"811",1990-02-03 18:00:00,NA,NA,NA,NA,NA
"812",1990-02-03 19:00:00,NA,NA,NA,NA,NA
"813",1990-02-03 20:00:00,NA,NA,NA,NA,NA
"814",1990-02-03 21:00:00,NA,NA,NA,NA,NA
"815",1990-02-03 22:00:00,NA,NA,NA,NA,NA
"816",1990-02-03 23:00:00,NA,NA,NA,NA,NA
"817",1990-02-04 00:00:00,NA,NA,NA,NA,NA
"818",1990-02-04 01:00:00,NA,NA,NA,NA,NA
"819",1990-02-04 02:00:00,NA,NA,NA,NA,NA
"820",1990-02-04 03:00:00,NA,NA,NA,NA,NA
"821",1990-02-04 04:00:00,NA,NA,NA,NA,NA
"822",1990-02-04 05:00:00,NA,NA,NA,NA,NA
"823",1990-02-04 06:00:00,NA,NA,NA,NA,NA
"824",1990-02-04 07:00:00,NA,NA,NA,NA,NA
"825",1990-02-04 08:00:00,NA,NA,NA,NA,NA
"826",1990-02-04 09:00:00,NA,NA,NA,NA,NA
"827",1990-02-04 10:00:00,NA,NA,NA,NA,NA
"828",1990-02-04 11:00:00,NA,NA,NA,NA,NA
"829",1990-02-04 12:00:00,NA,NA,NA,NA,NA
"830",1990-02-04 13:00:00,NA,NA,NA,NA,NA
"831",1990-02-04 14:00:00,NA,NA,NA,NA,NA
"832",1990-02-04 15:00:00,NA,NA,NA,NA,NA
"833",1990-02-04 16:00:00,NA,NA,NA,NA,NA
"834",1990-02-04 17:00:00,NA,NA,NA,NA,NA
"835",1990-02-04 18:00:00,NA,NA,NA,NA,NA
"836",1990-02-04 19:00:00,NA,NA,NA,NA,NA
"837",1990-02-04 20:00:00,NA,NA,NA,NA,NA
"838",1990-02-04 21:00:00,NA,NA,NA,NA,NA
"839",1990-02-04 22:00:00,NA,NA,NA,NA,NA
"840",1990-02-04 23:00:00,NA,NA,NA,NA,NA
"841",1990-02-05 00:00:00,NA,NA,NA,NA,NA
"842",1990-02-05 01:00:00,NA,NA,NA,NA,NA
"843",1990-02-05 02:00:00,NA,NA,NA,NA,NA
"844",1990-02-05 03:00:00,NA,NA,NA,NA,NA
"845",1990-02-05 04:00:00,NA,NA,NA,NA,NA
"846",1990-02-05 05:00:00,NA,NA,NA,NA,NA
"847",1990-02-05 06:00:00,NA,NA,NA,NA,NA
"848",1990-02-05 07:00:00,NA,NA,NA,NA,NA
"849",1990-02-05 08:00:00,NA,NA,NA,NA,NA
"850",1990-02-05 09:00:00,NA,NA,NA,NA,NA
"851",1990-02-05 10:00:00,NA,NA,NA,NA,NA
"852",1990-02-05 11:00:00,NA,NA,NA,NA,NA
"853",1990-02-05 12:00:00,NA,NA,NA,NA,NA
"854",1990-02-05 13:00:00,NA,NA,NA,NA,NA
"855",1990-02-05 14:00:00,NA,NA,NA,NA,NA
"856",1990-02-05 15:00:00,NA,NA,NA,NA,NA
"857",1990-02-05 16:00:00,NA,NA,NA,NA,NA
"858",1990-02-05 17:00:00,NA,NA,NA,NA,NA
"859",1990-02-05 18:00:00,NA,NA,NA,NA,NA
"860",1990-02-05 19:00:00,NA,NA,NA,NA,NA
"861",1990-02-05 20:00:00,NA,NA,NA,NA,NA
"862",1990-02-05 21:00:00,NA,NA,NA,NA,NA
"863",1990-02-05 22:00:00,NA,NA,NA,NA,NA
"864",1990-02-05 23:00:00,NA,NA,NA,NA,NA
"865",1990-02-06 00:00:00,NA,NA,NA,NA,NA
"866",1990-02-06 01:00:00,NA,NA,NA,NA,NA
"867",1990-02-06 02:00:00,NA,NA,NA,NA,NA
"868",1990-02-06 03:00:00,NA,NA,NA,NA,NA
"869",1990-02-06 04:00:00,NA,NA,NA,NA,NA
"870",1990-02-06 05:00:00,NA,NA,NA,NA,NA
"871",1990-02-06 06:00:00,NA,NA,NA,NA,NA
"872",1990-02-06 07:00:00,NA,NA,NA,NA,NA
"873",1990-02-06 08:00:00,NA,NA,NA,NA,NA
"874",1990-02-06 09:00:00,NA,NA,NA,NA,NA
"875",1990-02-06 10:00:00,NA,NA,NA,NA,NA
"876",1990-02-06 11:00:00,NA,NA,NA,NA,NA
"877",1990-02-06 12:00:00,NA,NA,NA,NA,NA
"878",1990-02-06 13:00:00,NA,NA,NA,NA,NA
"879",1990-02-06 14:00:00,NA,NA,NA,NA,NA
"880",1990-02-06 15:00:00,NA,NA,NA,NA,NA
"881",1990-02-06 16:00:00,NA,NA,NA,NA,NA
"882",1990-02-06 17:00:00,NA,NA,NA,NA,NA
"883",1990-02-06 18:00:00,NA,NA,NA,NA,NA
"884",1990-02-06 19:00:00,NA,NA,NA,NA,NA
"885",1990-02-06 20:00:00,NA,NA,NA,NA,NA
"886",1990-02-06 21:00:00,NA,NA,NA,NA,NA
"887",1990-02-06 22:00:00,NA,NA,NA,NA,NA
"888",1990-02-06 23:00:00,NA,NA,NA,NA,NA
"889",1990-02-07 00:00:00,NA,NA,NA,NA,NA
"890",1990-02-07 01:00:00,NA,NA,NA,NA,NA
"891",1990-02-07 02:00:00,NA,NA,NA,NA,NA
"892",1990-02-07 03:00:00,NA,NA,NA,NA,NA
"893",1990-02-07 04:00:00,NA,NA,NA,NA,NA
"894",1990-02-07 05:00:00,NA,NA,NA,NA,NA
"895",1990-02-07 06:00:00,NA,NA,NA,NA,NA
"896",1990-02-07 07:00:00,NA,NA,NA,NA,NA
"897",1990-02-07 08:00:00,NA,NA,NA,NA,NA
"898",1990-02-07 09:00:00,NA,NA,NA,NA,NA
"899",1990-02-07 10:00:00,NA,NA,NA,NA,NA
