"","lizards[k]","Tpred","ObsTb","Posture","Tc_init","Qsol","Zen","vel","Tair","Tsurf","PctCanopy","PctCloud","PctShade","RelHum"
"218","M12_opmodel",25.251091402463,35.5,"p",25.1,577,27.73885536,5.0555596,25.1,26.49649837,0,70,95,25
"219","M12_opmodel",25.2834413874773,35.9,"n",25.1,577,27.73885536,5.0555596,25.1,26.49649837,0,70,95,25
"220","M12_opmodel",25.251091402463,35.9,"p",25.1,577,27.73885536,5.0555596,25.1,26.49649837,0,70,95,25
"221","M12_opmodel",33.0919540764618,39.9,"n",32.8,623,49.39369202,4.6666704,32.8,32.18331041,0,0,85,5
"222","M12_opmodel",32.9433820104199,39.9,"p",32.8,623,49.39369202,4.6666704,32.8,32.18331041,0,0,85,5
"223","M12_opmodel",33.0919540764618,40,"n",32.8,623,49.39369202,4.6666704,32.8,32.18331041,0,0,85,5
"224","M12_opmodel",32.9433820104199,40,"p",32.8,623,49.39369202,4.6666704,32.8,32.18331041,0,0,85,5
"225","M12_opmodel",21.0900733843404,23.8,"n",20.8,608,29.30606842,4.444448,20.8,18.25786928,49.65,5,80,24
"226","M12_opmodel",20.9415974272538,23.8,"p",20.8,608,29.30606842,4.444448,20.8,18.25786928,49.65,5,80,24
"227","M12_opmodel",21.0900733843404,23.9,"n",20.8,608,29.30606842,4.444448,20.8,18.25786928,49.65,5,80,24
"228","M12_opmodel",20.9415974272538,23.9,"p",20.8,608,29.30606842,4.444448,20.8,18.25786928,49.65,5,80,24
"229","M12_opmodel",27.4113669725218,32.4,"n",25,827,28.64190674,6.7222276,25,31.18762832,0,10,10,16
"230","M12_opmodel",26.6862384664083,32.4,"p",25,827,28.64190674,6.7222276,25,31.18762832,0,10,10,16
"231","M12_opmodel",27.4113669725218,35.8,"n",25,827,28.64190674,6.7222276,25,31.18762832,0,10,10,16
"232","M12_opmodel",26.6862384664083,35.8,"p",25,827,28.64190674,6.7222276,25,31.18762832,0,10,10,16
"233","M12_opmodel",41.2283293209845,36.3,"n",39,819,36.71403122,1.6388902,39,44.49591946,0,0,60,4
"234","M12_opmodel",40.5225099697361,36.3,"p",39,819,36.71403122,1.6388902,39,44.49591946,0,0,60,4
"235","M12_opmodel",41.2283293209845,40.9,"n",39,819,36.71403122,1.6388902,39,44.49591946,0,0,60,4
"236","M12_opmodel",40.5225099697361,40.9,"p",39,819,36.71403122,1.6388902,39,44.49591946,0,0,60,4
"237","M12_opmodel",27.8038082720753,32.6,"n",26.1,423,36.19555664,5.833338,26.1,27.75997007,64.23,70,0,22
"238","M12_opmodel",27.3211177456891,32.6,"p",26.1,423,36.19555664,5.833338,26.1,27.75997007,64.23,70,0,22
"239","M12_opmodel",27.8038082720753,32.8,"n",26.1,423,36.19555664,5.833338,26.1,27.75997007,64.23,70,0,22
"240","M12_opmodel",27.3211177456891,32.8,"p",26.1,423,36.19555664,5.833338,26.1,27.75997007,64.23,70,0,22
"241","M12_opmodel",23.4796184134988,27.4,"n",22.6,457,35.69058609,5.3888932,22.6,26.55818794,0,60,60,24
"242","M12_opmodel",23.2635942644407,27.4,"p",22.6,457,35.69058609,5.3888932,22.6,26.55818794,0,60,60,24
"243","M12_opmodel",23.4796184134988,29.8,"n",22.6,457,35.69058609,5.3888932,22.6,26.55818794,0,60,60,24
"244","M12_opmodel",23.2635942644407,29.8,"p",22.6,457,35.69058609,5.3888932,22.6,26.55818794,0,60,60,24
"245","M12_opmodel",25.7674975200382,25.6,"n",24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
"246","M12_opmodel",25.1274697999757,25.6,"p",24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
"247","M12_opmodel",25.7674975200382,25.6,"n",24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
"248","M12_opmodel",25.1274697999757,25.6,"p",24.2,217,83.31175232,2.6944466,24.2,25.67584736,0,20,75,21
"249","M12_opmodel",29.1922676003675,34.5,"n",27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
"250","M12_opmodel",28.5243433653367,34.5,"p",27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
"251","M12_opmodel",29.1922676003675,34.5,"n",27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
"252","M12_opmodel",28.5243433653367,34.5,"p",27.4,546,34.49114609,4.9444484,27.4,32.88062482,34.28,0,0,15
"253","M12_opmodel",16.3990970254034,20.3,"n",16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
"254","M12_opmodel",16.3990970254034,20.3,"p",16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
"255","M12_opmodel",16.3990970254034,20.8,"n",16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
"256","M12_opmodel",16.3990970254034,20.8,"p",16.5,422,34.03798294,1.7500014,16.5,15.13323219,62.9,40,100,57
"257","M12_opmodel",31.4474704924396,34.8,"n",31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
"258","M12_opmodel",31.4474704924396,34.8,"p",31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
"259","M12_opmodel",31.4474704924396,35.9,"n",31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
"260","M12_opmodel",31.4474704924396,35.9,"p",31.2,805,19.90166664,2.4166686,31.2,34.58272985,18.65,1,100,9
"261","M12_opmodel",28.6882762950698,29.3,"n",27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
"262","M12_opmodel",28.6882762950698,29.3,"p",27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
"263","M12_opmodel",28.6882762950698,28.2,"n",27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
"264","M12_opmodel",28.6882762950698,28.2,"p",27.9,853,23.27636337,3.1111136,27.9,40.25480291,0,0,100,12
"265","M12_opmodel",41.279474895708,38.8,"n",38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
"266","M12_opmodel",40.2905633165138,38.8,"p",38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
"267","M12_opmodel",41.279474895708,40.2,"n",38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
"268","M12_opmodel",40.2905633165138,40.2,"p",38.9,747,44.25680923,2.0000016,38.9,38.83549368,92.05,0,40,5
"269","M12_opmodel",21.4934286916706,20.6,"n",20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
"270","M12_opmodel",21.0998952754866,20.6,"p",20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
"271","M12_opmodel",21.4934286916706,22,"n",20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
"272","M12_opmodel",21.0998952754866,22,"p",20.3,98,43.93421173,0.5277782,20.3,18.17254865,72.44,100,0,58
"273","M12_opmodel",23.7945325068229,22,"n",21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
"274","M12_opmodel",23.2779252597256,22,"p",21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
"275","M12_opmodel",23.7945325068229,24.2,"n",21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
"276","M12_opmodel",23.2779252597256,24.2,"p",21.8,360,22.26984215,2.8888912,21.8,19.86760755,81.45,100,0,76
"277","M12_opmodel",24.1891604394675,25,"n",23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
"278","M12_opmodel",24.1891604394675,25,"p",23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
"279","M12_opmodel",24.1891604394675,27.5,"n",23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
"280","M12_opmodel",24.1891604394675,27.5,"p",23.8,750,43.62603378,1.5000012,23.8,28.31777049,91.26,40,100,10
"281","M12_opmodel",22.1016456556067,22.3,"n",19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
"282","M12_opmodel",21.2677510218054,22.3,"p",19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
"283","M12_opmodel",22.1016456556067,22.8,"n",19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
"284","M12_opmodel",21.2677510218054,22.8,"p",19.1,562,21.12473869,2.1666684,19.1,21.80229634,91.52,50,10,30
"285","M12_opmodel",22.2301392682451,20.6,"n",21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
"286","M12_opmodel",21.6318475285863,20.6,"p",21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
"287","M12_opmodel",22.2301392682451,20.4,"n",21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
"288","M12_opmodel",21.6318475285863,20.4,"p",21,327,43.05351639,2.3333352,21,18.07869023,93.64,5,10,49
"289","M12_opmodel",29.8874757865361,23.5,"n",23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
"290","M12_opmodel",28.1528797998689,23.5,"p",23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
"291","M12_opmodel",29.8874757865361,24.4,"n",23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
"292","M12_opmodel",28.1528797998689,24.4,"p",23.2,709,16.07226372,0.5833338,23.2,22.92571053,93.64,70,15,41
"293","M12_opmodel",27.1319020689345,26.5,"n",25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
"294","M12_opmodel",26.4736176990769,26.5,"p",25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
"295","M12_opmodel",27.1319020689345,26.4,"n",25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
"296","M12_opmodel",26.4736176990769,26.4,"p",25.3,836,43.05351639,3.8333364,25.3,23.7398198,93.64,5,50,16
"297","M12_opmodel",35.8484099349424,33.7,"n",35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
"298","M12_opmodel",35.3997892239986,33.7,"p",35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
"299","M12_opmodel",35.8484099349424,33,"n",35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
"300","M12_opmodel",35.3997892239986,33,"p",35.1,748,42.66285706,2.3333352,35.1,26.89531261,92.58,30,70,10
"301","M12_opmodel",31.2173258833213,31.7,"n",30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
"302","M12_opmodel",31.0651672377547,31.7,"p",30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
"303","M12_opmodel",31.2173258833213,31.2,"n",30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
"304","M12_opmodel",31.0651672377547,31.2,"p",30.6,324,30.43666267,4.861115,30.6,31.35864832,86.75,95,60,6
"305","M12_opmodel",20.8565997779269,22.5,"n",19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
"306","M12_opmodel",20.4965656990546,22.5,"p",19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
"307","M12_opmodel",20.8565997779269,21.5,"n",19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
"308","M12_opmodel",20.4965656990546,21.5,"p",19.9,646,19.57222366,2.9722246,19.9,16.61568428,73.77,30,60,24
"309","M12_opmodel",30.0050625479752,25.4,"n",25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
"310","M12_opmodel",28.5613351610835,25.4,"p",25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
"311","M12_opmodel",30.0050625479752,25.5,"n",25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
"312","M12_opmodel",28.5613351610835,25.5,"p",25.4,862,54.46146011,1.3055566,25.4,25.29401928,85.69,60,50,12
"313","M12_opmodel",31.8112978602238,28.9,"n",28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
"314","M12_opmodel",30.5968192471403,28.9,"p",28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
"315","M12_opmodel",31.8112978602238,29.1,"n",28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
"316","M12_opmodel",30.5968192471403,29.1,"p",28.9,602,66.595047,1.9722238,28.9,29.64361103,89.93,0,50,8
"317","M12_opmodel",29.5542592157269,28.2,"n",29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
"318","M12_opmodel",29.327779041643,28.2,"p",29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
"319","M12_opmodel",29.5542592157269,27.3,"n",29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
"320","M12_opmodel",29.327779041643,27.3,"p",29.5,337,41.69092178,0.7222228,29.5,25.85723992,89.93,0,80,28
"321","M13_opmodel",34.6436151549043,43.3,"n",30.5,677,25.80551147,2.4166686,30.5,44.87460966,36.4,0,0,21
"322","M13_opmodel",33.5568190285325,43.3,"p",30.5,677,25.80551147,2.4166686,30.5,44.87460966,36.4,0,0,21
"323","M13_opmodel",34.6436151549043,43.4,"n",30.5,677,25.80551147,2.4166686,30.5,44.87460966,36.4,0,0,21
"324","M13_opmodel",33.5568190285325,43.4,"p",30.5,677,25.80551147,2.4166686,30.5,44.87460966,36.4,0,0,21
"325","M13_opmodel",13.7839289655009,16.4,"n",13.8,186,45.68741226,10.1666748,13.8,13.23829365,25.27,40,100,39
"326","M13_opmodel",13.7839289655009,16.4,"p",13.8,186,45.68741226,10.1666748,13.8,13.23829365,25.27,40,100,39
"327","M13_opmodel",13.7839289655009,15.6,"n",13.8,186,45.68741226,10.1666748,13.8,13.23829365,25.27,40,100,39
"328","M13_opmodel",13.7839289655009,15.6,"p",13.8,186,45.68741226,10.1666748,13.8,13.23829365,25.27,40,100,39
"329","M13_opmodel",25.5149700286071,31,"n",25.5,841,24.92460823,4.4722258,25.5,25.79704828,75.62,5,100,14
"330","M13_opmodel",25.5149700286071,31,"p",25.5,841,24.92460823,4.4722258,25.5,25.79704828,75.62,5,100,14
"331","M13_opmodel",25.5149700286071,29.8,"n",25.5,841,24.92460823,4.4722258,25.5,25.79704828,75.62,5,100,14
"332","M13_opmodel",25.5149700286071,29.8,"p",25.5,841,24.92460823,4.4722258,25.5,25.79704828,75.62,5,100,14
"333","M13_opmodel",33.9171090264049,34.8,"n",34,675,57.86617661,3.1111136,34,32.73614495,12.55,0,100,11
"334","M13_opmodel",33.9171090264049,34.8,"p",34,675,57.86617661,3.1111136,34,32.73614495,12.55,0,100,11
"335","M13_opmodel",33.9171090264049,37.1,"n",34,675,57.86617661,3.1111136,34,32.73614495,12.55,0,100,11
"336","M13_opmodel",33.9171090264049,37.1,"p",34,675,57.86617661,3.1111136,34,32.73614495,12.55,0,100,11
"337","M13_opmodel",25.0512114523191,27.7,"n",24.7,844,24.35770226,1.0277786,24.7,28.11318616,37.73,0,100,16
"338","M13_opmodel",25.0512114523191,27.7,"p",24.7,844,24.35770226,1.0277786,24.7,28.11318616,37.73,0,100,16
"339","M13_opmodel",25.0512114523191,27.8,"n",24.7,844,24.35770226,1.0277786,24.7,28.11318616,37.73,0,100,16
"340","M13_opmodel",25.0512114523191,27.8,"p",24.7,844,24.35770226,1.0277786,24.7,28.11318616,37.73,0,100,16
"341","M13_opmodel",27.8370475333386,32.6,"n",27.5,295,33.38825226,0.8611118,27.5,25.60052263,0,80,80,13
"342","M13_opmodel",27.672195056168,32.6,"p",27.5,295,33.38825226,0.8611118,27.5,25.60052263,0,80,80,13
"343","M13_opmodel",27.8370475333386,32.5,"n",27.5,295,33.38825226,0.8611118,27.5,25.60052263,0,80,80,13
"344","M13_opmodel",27.672195056168,32.5,"p",27.5,295,33.38825226,0.8611118,27.5,25.60052263,0,80,80,13
"345","M13_opmodel",27.7711106429016,34.5,"n",26.8,849,32.77578735,4.027781,26.8,28.49448555,0,0,70,6
"346","M13_opmodel",27.431953790691,34.5,"p",26.8,849,32.77578735,4.027781,26.8,28.49448555,0,0,70,6
"347","M13_opmodel",27.7711106429016,34.4,"n",26.8,849,32.77578735,4.027781,26.8,28.49448555,0,0,70,6
"348","M13_opmodel",27.431953790691,34.4,"p",26.8,849,32.77578735,4.027781,26.8,28.49448555,0,0,70,6
"349","M13_opmodel",36.5072255064143,36.03,"n",36.5,595,22.51415253,4.1944478,36.5,36.62489593,85.69,55,100,4
"350","M13_opmodel",36.5072255064143,36.03,"p",36.5,595,22.51415253,4.1944478,36.5,36.62489593,85.69,55,100,4
"351","M13_opmodel",36.5072255064143,36.2,"n",36.5,595,22.51415253,4.1944478,36.5,36.62489593,85.69,55,100,4
"352","M13_opmodel",36.5072255064143,36.2,"p",36.5,595,22.51415253,4.1944478,36.5,36.62489593,85.69,55,100,4
"353","M13_opmodel",17.5889199481686,15.8,"n",17.7,287,43.77830505,1.4444456,17.7,11.43196981,67.41,5,75,49
"354","M13_opmodel",17.4024739454859,15.8,"p",17.7,287,43.77830505,1.4444456,17.7,11.43196981,67.41,5,75,49
"355","M13_opmodel",17.5889199481686,15.9,"n",17.7,287,43.77830505,1.4444456,17.7,11.43196981,67.41,5,75,49
"356","M13_opmodel",17.4024739454859,15.9,"p",17.7,287,43.77830505,1.4444456,17.7,11.43196981,67.41,5,75,49
"357","M13_opmodel",31.4873168668749,25.2,"n",27.3,811,17.45211601,0.4444448,27.3,21.09151124,29.25,20,40,17
"358","M13_opmodel",29.9187182192623,25.2,"p",27.3,811,17.45211601,0.4444448,27.3,21.09151124,29.25,20,40,17
"359","M13_opmodel",31.4873168668749,25.9,"n",27.3,811,17.45211601,0.4444448,27.3,21.09151124,29.25,20,40,17
"360","M13_opmodel",29.9187182192623,25.9,"p",27.3,811,17.45211601,0.4444448,27.3,21.09151124,29.25,20,40,17
"361","M13_opmodel",36.4208668030245,35.1,"n",36.8,692,43.77830505,2.5555576,36.8,31.64612844,0,30,100,10
"362","M13_opmodel",36.4208668030245,35.1,"p",36.8,692,43.77830505,2.5555576,36.8,31.64612844,0,30,100,10
"363","M13_opmodel",36.4208668030245,36.6,"n",36.8,692,43.77830505,2.5555576,36.8,31.64612844,0,30,100,10
"364","M13_opmodel",36.4208668030245,36.6,"p",36.8,692,43.77830505,2.5555576,36.8,31.64612844,0,30,100,10
"365","M13_opmodel",17.719567415556,17.7,"n",17.6,144,21.56719971,1.9166682,17.6,15.64721949,62.9,100,75,42
"366","M13_opmodel",17.6563747468721,17.7,"p",17.6,144,21.56719971,1.9166682,17.6,15.64721949,62.9,100,75,42
"367","M13_opmodel",17.719567415556,17.7,"n",17.6,144,21.56719971,1.9166682,17.6,15.64721949,62.9,100,75,42
"368","M13_opmodel",17.6563747468721,17.7,"p",17.6,144,21.56719971,1.9166682,17.6,15.64721949,62.9,100,75,42
"369","M13_opmodel",33.4495164295585,34.2,"n",33.2,883,20.91147804,2.6111132,33.2,30.19466954,0,30,90,20
"370","M13_opmodel",33.318225271933,34.2,"p",33.2,883,20.91147804,2.6111132,33.2,30.19466954,0,30,90,20
"371","M13_opmodel",33.4495164295585,34.5,"n",33.2,883,20.91147804,2.6111132,33.2,30.19466954,0,30,90,20
"372","M13_opmodel",33.318225271933,34.5,"p",33.2,883,20.91147804,2.6111132,33.2,30.19466954,0,30,90,20
"373","M13_opmodel",21.4628202307254,22,"n",21.4,236,42.91959381,3.6944474,21.4,20.13826187,91.26,85,90,44
"374","M13_opmodel",21.4250856151642,22,"p",21.4,236,42.91959381,3.6944474,21.4,20.13826187,91.26,85,90,44
"375","M13_opmodel",21.4628202307254,22.7,"n",21.4,236,42.91959381,3.6944474,21.4,20.13826187,91.26,85,90,44
"376","M13_opmodel",21.4250856151642,22.7,"p",21.4,236,42.91959381,3.6944474,21.4,20.13826187,91.26,85,90,44
"377","M13_opmodel",41.6076612106531,39.5,"n",37.7,780,42.54004669,0.7222228,37.7,37.94372736,72.71,0,40,5
"378","M13_opmodel",40.0289253394255,39.5,"p",37.7,780,42.54004669,0.7222228,37.7,37.94372736,72.71,0,40,5
"379","M13_opmodel",41.6076612106531,41,"n",37.7,780,42.54004669,0.7222228,37.7,37.94372736,72.71,0,40,5
"380","M13_opmodel",40.0289253394255,41,"p",37.7,780,42.54004669,0.7222228,37.7,37.94372736,72.71,0,40,5
"381","M13_opmodel",24.6149156366801,26.1,"n",24.9,306,19.74681091,2.6666688,24.9,20.48718658,1.16,95,100,36
"382","M13_opmodel",24.6149156366801,26.1,"p",24.9,306,19.74681091,2.6666688,24.9,20.48718658,1.16,95,100,36
"383","M13_opmodel",24.6149156366801,25.5,"n",24.9,306,19.74681091,2.6666688,24.9,20.48718658,1.16,95,100,36
"384","M13_opmodel",24.6149156366801,25.5,"p",24.9,306,19.74681091,2.6666688,24.9,20.48718658,1.16,95,100,36
"385","M13_opmodel",32.4731117463762,36.9,"n",31.9,620,30.0491333,0.9444452,31.9,36.04191804,69.79,50,98,11
"386","M13_opmodel",32.4413298013366,36.9,"p",31.9,620,30.0491333,0.9444452,31.9,36.04191804,69.79,50,98,11
"387","M13_opmodel",32.4731117463762,35.3,"n",31.9,620,30.0491333,0.9444452,31.9,36.04191804,69.79,50,98,11
"388","M13_opmodel",32.4413298013366,35.3,"p",31.9,620,30.0491333,0.9444452,31.9,36.04191804,69.79,50,98,11
"389","M13_opmodel",24.0773610750791,23.9,"n",23.8,326,78.76704407,3.9444476,23.8,24.26286585,69.79,70,95,23
"390","M13_opmodel",23.9827557910796,23.9,"p",23.8,326,78.76704407,3.9444476,23.8,24.26286585,69.79,70,95,23
"391","M13_opmodel",24.0773610750791,24.2,"n",23.8,326,78.76704407,3.9444476,23.8,24.26286585,69.79,70,95,23
"392","M13_opmodel",23.9827557910796,24.2,"p",23.8,326,78.76704407,3.9444476,23.8,24.26286585,69.79,70,95,23
"393","M13_opmodel",32.4817194167832,34.2,"n",31.8,853,41.88103485,2.0555572,31.8,29.72050759,69.79,30,85,12
"394","M13_opmodel",32.2132156604779,34.2,"p",31.8,853,41.88103485,2.0555572,31.8,29.72050759,69.79,30,85,12
"395","M13_opmodel",32.4817194167832,33.4,"n",31.8,853,41.88103485,2.0555572,31.8,29.72050759,69.79,30,85,12
"396","M13_opmodel",32.2132156604779,33.4,"p",31.8,853,41.88103485,2.0555572,31.8,29.72050759,69.79,30,85,12
"397","M13_opmodel",37.4706484699514,36.6,"n",33.9,894,18.93055725,3.5833362,33.9,35.16627095,11.8,0,0,15
"398","M13_opmodel",36.3462366992489,36.6,"p",33.9,894,18.93055725,3.5833362,33.9,35.16627095,11.8,0,0,15
"399","M13_opmodel",37.4706484699514,34.7,"n",33.9,894,18.93055725,3.5833362,33.9,35.16627095,11.8,0,0,15
"400","M13_opmodel",36.3462366992489,34.7,"p",33.9,894,18.93055725,3.5833362,33.9,35.16627095,11.8,0,0,15
"401","M13_opmodel",44.5757485184057,43.6,"n",43,865,18.78437424,1.5000012,43,38.60642204,79.33,25,60,5
"402","M13_opmodel",43.9197935268227,43.6,"p",43,865,18.78437424,1.5000012,43,38.60642204,79.33,25,60,5
"403","M13_opmodel",44.5757485184057,44.4,"n",43,865,18.78437424,1.5000012,43,38.60642204,79.33,25,60,5
"404","M13_opmodel",43.9197935268227,44.4,"p",43,865,18.78437424,1.5000012,43,38.60642204,79.33,25,60,5
"405","M13_opmodel",23.9228781110736,23.6,"n",23.6,133,29.3934288,3.0833358,23.6,21.59127526,60.35,95,40,36
"406","M13_opmodel",23.8052719913361,23.6,"p",23.6,133,29.3934288,3.0833358,23.6,21.59127526,60.35,95,40,36
"407","M13_opmodel",23.9228781110736,23.6,"n",23.6,133,29.3934288,3.0833358,23.6,21.59127526,60.35,95,40,36
"408","M13_opmodel",23.8052719913361,23.6,"p",23.6,133,29.3934288,3.0833358,23.6,21.59127526,60.35,95,40,36
"409","M14_opmodel",25.3562609349661,41.3,"n",22,600,25.80551147,2.0555572,22,31.47405684,0,0,2,24
"410","M14_opmodel",24.3253943646675,41.3,"p",22,600,25.80551147,2.0555572,22,31.47405684,0,0,2,24
"411","M14_opmodel",25.3562609349661,40.7,"n",22,600,25.80551147,2.0555572,22,31.47405684,0,0,2,24
"412","M14_opmodel",24.3253943646675,40.7,"p",22,600,25.80551147,2.0555572,22,31.47405684,0,0,2,24
"413","M14_opmodel",54.7887851512741,39.1,"n",34.1,656,58.41279984,0,34.1,43.95438962,0,0,5,11
"414","M14_opmodel",47.6970093622127,39.1,"p",34.1,656,58.41279984,0,34.1,43.95438962,0,0,5,11
"415","M14_opmodel",54.7887851512741,43.5,"n",34.1,656,58.41279984,0,34.1,43.95438962,0,0,5,11
"416","M14_opmodel",47.6970093622127,43.5,"p",34.1,656,58.41279984,0,34.1,43.95438962,0,0,5,11
"417","M14_opmodel",24.6642032064804,26.6,"n",22.6,559,34.26259995,5.138893,22.6,30.41273247,64.23,20,10,26
"418","M14_opmodel",24.0640298958405,26.6,"p",22.6,559,34.26259995,5.138893,22.6,30.41273247,64.23,20,10,26
"419","M14_opmodel",24.6642032064804,29.1,"n",22.6,559,34.26259995,5.138893,22.6,30.41273247,64.23,20,10,26
"420","M14_opmodel",24.0640298958405,29.1,"p",22.6,559,34.26259995,5.138893,22.6,30.41273247,64.23,20,10,26
"421","M14_opmodel",37.7462220438453,33.5,"n",34.1,776,20.22642326,1.5555568,34.1,32.63478138,0,0,20,22
"422","M14_opmodel",36.5649998079651,33.5,"p",34.1,776,20.22642326,1.5555568,34.1,32.63478138,0,0,20,22
"423","M14_opmodel",37.7462220438453,35.3,"n",34.1,776,20.22642326,1.5555568,34.1,32.63478138,0,0,20,22
"424","M14_opmodel",36.5649998079651,35.3,"p",34.1,776,20.22642326,1.5555568,34.1,32.63478138,0,0,20,22
"425","M14_opmodel",36.9563809003946,39.2,"n",34.2,728,45.12518692,4.027781,34.2,38.25730202,0,0,0,4
"426","M14_opmodel",35.7971844629108,39.2,"p",34.2,728,45.12518692,4.027781,34.2,38.25730202,0,0,0,4
"427","M14_opmodel",36.9563809003946,39.4,"n",34.2,728,45.12518692,4.027781,34.2,38.25730202,0,0,0,4
"428","M14_opmodel",35.7971844629108,39.4,"p",34.2,728,45.12518692,4.027781,34.2,38.25730202,0,0,0,4
"429","M14_opmodel",34.6133117744284,35.8,"n",31.3,309,23.80803871,0.138889,31.3,32.91812745,84.37,50,20,12
"430","M14_opmodel",33.4257515677879,35.8,"p",31.3,309,23.80803871,0.138889,31.3,32.91812745,84.37,50,20,12
"431","M14_opmodel",34.6133117744284,33.3,"n",31.3,309,23.80803871,0.138889,31.3,32.91812745,84.37,50,20,12
"432","M14_opmodel",33.4257515677879,33.3,"p",31.3,309,23.80803871,0.138889,31.3,32.91812745,84.37,50,20,12
"433","M14_opmodel",39.5617994574752,32.3,"n",32.3,245,81.32447052,0.5277782,32.3,31.96902388,83.04,0,10,6
"434","M14_opmodel",35.6420815903666,32.3,"p",32.3,245,81.32447052,0.5277782,32.3,31.96902388,83.04,0,10,6
"435","M14_opmodel",39.5617994574752,32.3,"n",32.3,245,81.32447052,0.5277782,32.3,31.96902388,83.04,0,10,6
"436","M14_opmodel",35.6420815903666,32.3,"p",32.3,245,81.32447052,0.5277782,32.3,31.96902388,83.04,0,10,6
"437","M14_opmodel",34.5782971865154,33.2,"n",33.03,285,32.38874435,3.3055582,33.03,35.18335596,0,85,0,7
"438","M14_opmodel",34.1618856414149,33.2,"p",33.03,285,32.38874435,3.3055582,33.03,35.18335596,0,85,0,7
"439","M14_opmodel",34.5782971865154,33.6,"n",33.03,285,32.38874435,3.3055582,33.03,35.18335596,0,85,0,7
